OrderID,ItemName,Quantity
1079,Green Tea,2
1079,Rosehip Milk Tea,3
1079,Coffee Milk Tea,1
1079,Taro Milk Tea,2
1079,Honey Milk Tea,3
1080,Rosehip Milk Tea,1
1080,Honey Milk Tea,2
1080,Coconut Milk Tea,3
1081,Rosehip Milk Tea,1
1081,Coffee Milk Tea,2
1081,Taro Milk Tea,1
1081,Honey Milk Tea,2
1082,Rosehip Milk Tea,2
1082,Coffee Milk Tea,1
1082,Taro Milk Tea,1
1082,Honey Milk Tea,3
1082,Thai Milk Tea,1
1082,Coconut Milk Tea,1
1082,Almond Milk Tea,2
1083,Green Tea,3
1083,Rosehip Milk Tea,3
1083,Coffee Milk Tea,3
1083,Thai Milk Tea,1
1083,Coconut Milk Tea,1
1083,Almond Milk Tea,3
1084,Green Tea,1
1084,Taro Milk Tea,2
1084,Honey Milk Tea,1
1084,Coconut Milk Tea,3
1085,Rosehip Milk Tea,2
1085,Coffee Milk Tea,2
1085,Honey Milk Tea,2
1085,Almond Milk Tea,2
1086,Green Tea,1
1086,Coffee Milk Tea,3
1086,Honey Milk Tea,2
1086,Thai Milk Tea,2
1086,Almond Milk Tea,1
1087,Green Tea,1
1087,Rosehip Milk Tea,1
1087,Honey Milk Tea,1
1087,Thai Milk Tea,3
1087,Coconut Milk Tea,2
1088,Coffee Milk Tea,3
1088,Honey Milk Tea,1
1088,Thai Milk Tea,2
1089,Green Tea,3
1089,Rosehip Milk Tea,1
1089,Coffee Milk Tea,3
1089,Honey Milk Tea,3
1089,Thai Milk Tea,3
1089,Coconut Milk Tea,2
1090,Honey Milk Tea,1
1090,Coconut Milk Tea,3
1091,Green Tea,1
1091,Thai Milk Tea,1
1091,Almond Milk Tea,1
1092,Green Tea,2
1092,Coffee Milk Tea,1
1092,Taro Milk Tea,1
1093,Coffee Milk Tea,1
1093,Honey Milk Tea,2
1093,Almond Milk Tea,3
1094,Rosehip Milk Tea,1
1094,Taro Milk Tea,2
1095,Green Tea,3
1095,Taro Milk Tea,2
1095,Coconut Milk Tea,2
1095,Almond Milk Tea,3
1096,Honey Milk Tea,1
1096,Thai Milk Tea,2
1097,Rosehip Milk Tea,2
1097,Coffee Milk Tea,3
1097,Thai Milk Tea,3
1098,Rosehip Milk Tea,3
1098,Honey Milk Tea,1
1098,Coconut Milk Tea,1
1099,Green Tea,2
1099,Coffee Milk Tea,1
1099,Honey Milk Tea,3
1099,Coconut Milk Tea,3
1100,Green Tea,3
1100,Taro Milk Tea,3
1100,Honey Milk Tea,2
1100,Thai Milk Tea,1
1101,Rosehip Milk Tea,3
1101,Coffee Milk Tea,1
1101,Honey Milk Tea,2
1101,Coconut Milk Tea,2
1102,Coffee Milk Tea,2
1102,Taro Milk Tea,2
1102,Honey Milk Tea,1
1102,Coconut Milk Tea,1
1103,Green Tea,2
1103,Taro Milk Tea,3
1104,Rosehip Milk Tea,2
1104,Thai Milk Tea,1
1104,Coconut Milk Tea,2
1105,Green Tea,2
1105,Rosehip Milk Tea,3
1105,Honey Milk Tea,3
1105,Thai Milk Tea,1
1105,Almond Milk Tea,3
1106,Rosehip Milk Tea,1
1106,Coffee Milk Tea,1
1106,Taro Milk Tea,2
1106,Almond Milk Tea,1
1107,Taro Milk Tea,3
1107,Thai Milk Tea,2
1107,Coconut Milk Tea,3
1108,Rosehip Milk Tea,1
1108,Coconut Milk Tea,3
1109,Coffee Milk Tea,1
1109,Honey Milk Tea,2
1109,Thai Milk Tea,2
1109,Almond Milk Tea,3
1110,Rosehip Milk Tea,3
1110,Taro Milk Tea,1
1110,Honey Milk Tea,1
1110,Thai Milk Tea,2
1110,Coconut Milk Tea,1
1110,Almond Milk Tea,3
1111,Green Tea,2
1111,Rosehip Milk Tea,1
1111,Taro Milk Tea,3
1111,Almond Milk Tea,3
1112,Green Tea,3
1112,Rosehip Milk Tea,3
1112,Thai Milk Tea,2
1112,Almond Milk Tea,2
1113,Rosehip Milk Tea,2
1113,Coconut Milk Tea,1
1113,Almond Milk Tea,3
1114,Green Tea,2
1114,Rosehip Milk Tea,3
1114,Honey Milk Tea,2
1114,Coconut Milk Tea,3
1114,Almond Milk Tea,3
1115,Green Tea,2
1115,Rosehip Milk Tea,2
1115,Coffee Milk Tea,1
1115,Thai Milk Tea,3
1115,Coconut Milk Tea,3
1116,Rosehip Milk Tea,1
1116,Coffee Milk Tea,3
1116,Coconut Milk Tea,3
1116,Almond Milk Tea,3
1117,Green Tea,2
1117,Rosehip Milk Tea,2
1117,Coffee Milk Tea,3
1117,Taro Milk Tea,2
1117,Coconut Milk Tea,3
1117,Almond Milk Tea,3
1118,Taro Milk Tea,1
1118,Honey Milk Tea,1
1118,Coconut Milk Tea,2
1118,Almond Milk Tea,2
1119,Rosehip Milk Tea,1
1119,Coffee Milk Tea,2
1119,Taro Milk Tea,1
1119,Honey Milk Tea,3
1119,Thai Milk Tea,3
1119,Coconut Milk Tea,2
1120,Green Tea,1
1120,Coffee Milk Tea,3
1120,Coconut Milk Tea,3
1120,Almond Milk Tea,1
1121,Honey Milk Tea,2
1121,Thai Milk Tea,1
1122,Rosehip Milk Tea,1
1122,Taro Milk Tea,1
1122,Coconut Milk Tea,1
1122,Almond Milk Tea,1
1123,Rosehip Milk Tea,3
1123,Coffee Milk Tea,2
1123,Taro Milk Tea,3
1123,Thai Milk Tea,1
1123,Almond Milk Tea,1
1124,Rosehip Milk Tea,2
1124,Coffee Milk Tea,2
1124,Taro Milk Tea,1
1124,Thai Milk Tea,3
1125,Rosehip Milk Tea,3
1125,Coffee Milk Tea,1
1125,Taro Milk Tea,2
1125,Honey Milk Tea,1
1125,Thai Milk Tea,1
1125,Almond Milk Tea,2
1126,Green Tea,3
1126,Rosehip Milk Tea,2
1126,Coffee Milk Tea,2
1126,Thai Milk Tea,1
1126,Coconut Milk Tea,2
1126,Almond Milk Tea,3
1127,Green Tea,2
1127,Coffee Milk Tea,3
1127,Almond Milk Tea,1
1128,Green Tea,2
1128,Rosehip Milk Tea,2
1128,Taro Milk Tea,1
1128,Honey Milk Tea,3
1128,Thai Milk Tea,2
1128,Coconut Milk Tea,2
1128,Almond Milk Tea,2
1129,Green Tea,2
1129,Rosehip Milk Tea,3
1129,Coconut Milk Tea,2
1130,Green Tea,3
1130,Rosehip Milk Tea,3
1130,Taro Milk Tea,1
1131,Coconut Milk Tea,3
1132,Honey Milk Tea,3
1132,Thai Milk Tea,1
1133,Rosehip Milk Tea,3
1133,Taro Milk Tea,3
1133,Thai Milk Tea,1
1133,Coconut Milk Tea,1
1133,Almond Milk Tea,3
1134,Green Tea,1
1134,Honey Milk Tea,3
1134,Coconut Milk Tea,1
1134,Almond Milk Tea,2
1135,Taro Milk Tea,1
1135,Honey Milk Tea,1
1135,Thai Milk Tea,2
1135,Coconut Milk Tea,2
1135,Almond Milk Tea,1
1136,Coffee Milk Tea,3
1136,Thai Milk Tea,3
1136,Coconut Milk Tea,3
1137,Coffee Milk Tea,2
1137,Taro Milk Tea,3
1137,Thai Milk Tea,2
1137,Almond Milk Tea,1
1138,Rosehip Milk Tea,3
1138,Coconut Milk Tea,3
1138,Almond Milk Tea,2
1139,Coffee Milk Tea,1
1139,Thai Milk Tea,2
1139,Almond Milk Tea,3
1140,Rosehip Milk Tea,1
1140,Coffee Milk Tea,3
1140,Honey Milk Tea,3
1140,Coconut Milk Tea,1
1140,Almond Milk Tea,2
1141,Rosehip Milk Tea,1
1141,Taro Milk Tea,2
1142,Rosehip Milk Tea,1
1142,Coffee Milk Tea,1
1142,Honey Milk Tea,2
1142,Thai Milk Tea,3
1142,Coconut Milk Tea,3
1142,Almond Milk Tea,1
1143,Green Tea,2
1143,Taro Milk Tea,2
1143,Honey Milk Tea,1
1143,Coconut Milk Tea,1
1143,Almond Milk Tea,2
1144,Coffee Milk Tea,1
1144,Almond Milk Tea,3
1145,Honey Milk Tea,2
1146,Rosehip Milk Tea,3
1146,Honey Milk Tea,2
1146,Thai Milk Tea,1
1146,Coconut Milk Tea,1
1147,Rosehip Milk Tea,2
1147,Coffee Milk Tea,2
1147,Honey Milk Tea,2
1147,Thai Milk Tea,1
1148,Coffee Milk Tea,2
1148,Taro Milk Tea,2
1148,Thai Milk Tea,3
1149,Green Tea,2
1149,Rosehip Milk Tea,2
1149,Coffee Milk Tea,3
1149,Taro Milk Tea,3
1149,Coconut Milk Tea,3
1150,Green Tea,3
1150,Rosehip Milk Tea,1
1150,Coffee Milk Tea,3
1150,Taro Milk Tea,3
1150,Honey Milk Tea,3
1150,Almond Milk Tea,2
1151,Green Tea,3
1151,Rosehip Milk Tea,1
1151,Honey Milk Tea,1
1151,Thai Milk Tea,2
1151,Coconut Milk Tea,1
1151,Almond Milk Tea,1
1152,Rosehip Milk Tea,2
1152,Honey Milk Tea,3
1153,Green Tea,2
1153,Coffee Milk Tea,2
1153,Coconut Milk Tea,2
1154,Green Tea,1
1154,Rosehip Milk Tea,2
1154,Coffee Milk Tea,1
1154,Taro Milk Tea,2
1155,Rosehip Milk Tea,1
1155,Taro Milk Tea,3
1155,Coconut Milk Tea,3
1155,Almond Milk Tea,1
1156,Taro Milk Tea,3
1157,Coffee Milk Tea,3
1157,Honey Milk Tea,1
1157,Thai Milk Tea,2
1158,Green Tea,2
1158,Rosehip Milk Tea,2
1158,Thai Milk Tea,2
1158,Coconut Milk Tea,1
1159,Green Tea,3
1159,Rosehip Milk Tea,1
1159,Coffee Milk Tea,2
1159,Honey Milk Tea,2
1159,Thai Milk Tea,2
1160,Rosehip Milk Tea,3
1160,Coffee Milk Tea,1
1160,Honey Milk Tea,2
1160,Coconut Milk Tea,2
1161,Rosehip Milk Tea,2
1161,Coffee Milk Tea,2
1161,Honey Milk Tea,2
1161,Thai Milk Tea,3
1161,Almond Milk Tea,1
1162,Thai Milk Tea,2
1162,Coconut Milk Tea,2
1162,Almond Milk Tea,3
1163,Green Tea,3
1163,Rosehip Milk Tea,3
1163,Coffee Milk Tea,2
1163,Thai Milk Tea,3
1163,Coconut Milk Tea,3
1164,Coffee Milk Tea,2
1164,Taro Milk Tea,2
1164,Honey Milk Tea,2
1164,Thai Milk Tea,2
1164,Almond Milk Tea,3
1165,Green Tea,1
1165,Coffee Milk Tea,2
1165,Honey Milk Tea,2
1165,Thai Milk Tea,1
1165,Almond Milk Tea,2
1166,Rosehip Milk Tea,3
1166,Coffee Milk Tea,1
1166,Taro Milk Tea,2
1166,Coconut Milk Tea,1
1166,Almond Milk Tea,1
1167,Green Tea,1
1167,Coffee Milk Tea,2
1167,Thai Milk Tea,2
1167,Coconut Milk Tea,3
1168,Green Tea,1
1168,Rosehip Milk Tea,3
1168,Coffee Milk Tea,2
1168,Honey Milk Tea,1
1169,Green Tea,1
1169,Rosehip Milk Tea,3
1169,Taro Milk Tea,1
1169,Honey Milk Tea,1
1169,Coconut Milk Tea,3
1169,Almond Milk Tea,1
1170,Taro Milk Tea,2
1170,Thai Milk Tea,2
1171,Coffee Milk Tea,3
1171,Honey Milk Tea,3
1171,Thai Milk Tea,1
1171,Coconut Milk Tea,3
1171,Almond Milk Tea,3
1172,Rosehip Milk Tea,3
1172,Honey Milk Tea,1
1172,Almond Milk Tea,3
1173,Green Tea,2
1173,Rosehip Milk Tea,1
1173,Coffee Milk Tea,2
1173,Honey Milk Tea,3
1173,Coconut Milk Tea,2
1173,Almond Milk Tea,3
1174,Coconut Milk Tea,1
1174,Almond Milk Tea,2
1175,Thai Milk Tea,1
1176,Green Tea,1
1176,Rosehip Milk Tea,1
1176,Taro Milk Tea,1
1176,Honey Milk Tea,3
1176,Coconut Milk Tea,2
1177,Green Tea,3
1177,Rosehip Milk Tea,3
1177,Coffee Milk Tea,3
1177,Taro Milk Tea,3
1177,Coconut Milk Tea,3
1178,Coffee Milk Tea,2
1178,Honey Milk Tea,3
1178,Thai Milk Tea,1
1178,Coconut Milk Tea,1
1179,Green Tea,2
1179,Rosehip Milk Tea,1
1179,Coffee Milk Tea,2
1179,Taro Milk Tea,2
1179,Honey Milk Tea,1
1179,Thai Milk Tea,3
1179,Almond Milk Tea,3
1180,Green Tea,3
1180,Thai Milk Tea,2
1180,Coconut Milk Tea,1
1180,Almond Milk Tea,2
1181,Rosehip Milk Tea,3
1181,Coffee Milk Tea,1
1181,Honey Milk Tea,3
1181,Coconut Milk Tea,3
1181,Almond Milk Tea,1
1182,Green Tea,3
1182,Coffee Milk Tea,1
1182,Taro Milk Tea,2
1182,Honey Milk Tea,3
1182,Coconut Milk Tea,2
1182,Almond Milk Tea,1
1183,Green Tea,1
1183,Coffee Milk Tea,2
1183,Honey Milk Tea,3
1183,Coconut Milk Tea,1
1184,Green Tea,1
1184,Rosehip Milk Tea,3
1184,Honey Milk Tea,2
1184,Thai Milk Tea,3
1185,Green Tea,1
1185,Rosehip Milk Tea,2
1185,Taro Milk Tea,3
1186,Green Tea,3
1186,Taro Milk Tea,2
1186,Honey Milk Tea,3
1186,Thai Milk Tea,3
1186,Coconut Milk Tea,3
1187,Green Tea,1
1187,Coffee Milk Tea,1
1187,Taro Milk Tea,1
1187,Honey Milk Tea,1
1187,Thai Milk Tea,3
1187,Coconut Milk Tea,3
1187,Almond Milk Tea,2
1188,Taro Milk Tea,1
1188,Honey Milk Tea,3
1189,Rosehip Milk Tea,3
1189,Thai Milk Tea,1
1189,Almond Milk Tea,3
1190,Rosehip Milk Tea,3
1190,Taro Milk Tea,2
1190,Honey Milk Tea,1
1190,Almond Milk Tea,2
1191,Coffee Milk Tea,1
1191,Honey Milk Tea,2
1191,Thai Milk Tea,1
1191,Coconut Milk Tea,3
1191,Almond Milk Tea,2
1192,Rosehip Milk Tea,1
1192,Coffee Milk Tea,2
1192,Honey Milk Tea,3
1192,Thai Milk Tea,3
1193,Rosehip Milk Tea,3
1193,Coffee Milk Tea,2
1193,Thai Milk Tea,2
1193,Almond Milk Tea,3
1194,Taro Milk Tea,2
1194,Honey Milk Tea,2
1194,Thai Milk Tea,3
1194,Coconut Milk Tea,1
1195,Green Tea,1
1195,Thai Milk Tea,1
1195,Coconut Milk Tea,2
1196,Rosehip Milk Tea,3
1196,Taro Milk Tea,2
1196,Coconut Milk Tea,1
1197,Rosehip Milk Tea,1
1197,Taro Milk Tea,3
1197,Thai Milk Tea,1
1197,Almond Milk Tea,1
1198,Taro Milk Tea,2
1198,Coconut Milk Tea,2
1198,Almond Milk Tea,3
1199,Green Tea,1
1199,Coffee Milk Tea,1
1199,Thai Milk Tea,2
1199,Almond Milk Tea,1
1200,Rosehip Milk Tea,1
1200,Coffee Milk Tea,3
1200,Coconut Milk Tea,3
1201,Taro Milk Tea,3
1201,Honey Milk Tea,1
1201,Coconut Milk Tea,1
1202,Green Tea,2
1202,Rosehip Milk Tea,1
1202,Taro Milk Tea,1
1202,Honey Milk Tea,1
1202,Coconut Milk Tea,1
1203,Green Tea,2
1203,Honey Milk Tea,1
1203,Coconut Milk Tea,1
1204,Green Tea,1
1204,Rosehip Milk Tea,1
1204,Coffee Milk Tea,1
1204,Honey Milk Tea,3
1204,Coconut Milk Tea,1
1205,Green Tea,1
1205,Taro Milk Tea,2
1205,Coconut Milk Tea,3
1205,Almond Milk Tea,3
1206,Coffee Milk Tea,1
1206,Honey Milk Tea,1
1206,Thai Milk Tea,3
1206,Coconut Milk Tea,1
1206,Almond Milk Tea,2
1207,Rosehip Milk Tea,2
1207,Coffee Milk Tea,3
1207,Taro Milk Tea,3
1208,Honey Milk Tea,3
1208,Thai Milk Tea,3
1209,Green Tea,3
1209,Rosehip Milk Tea,3
1209,Taro Milk Tea,1
1209,Honey Milk Tea,1
1209,Coconut Milk Tea,2
1209,Almond Milk Tea,1
1210,Green Tea,1
1210,Coffee Milk Tea,1
1210,Taro Milk Tea,2
1210,Honey Milk Tea,3
1210,Almond Milk Tea,1
1211,Coffee Milk Tea,3
1211,Taro Milk Tea,1
1211,Honey Milk Tea,3
1211,Coconut Milk Tea,3
1212,Green Tea,1
1212,Coffee Milk Tea,1
1212,Taro Milk Tea,1
1212,Coconut Milk Tea,3
1212,Almond Milk Tea,1
1213,Green Tea,1
1213,Taro Milk Tea,3
1213,Honey Milk Tea,1
1213,Thai Milk Tea,3
1213,Almond Milk Tea,2
1214,Green Tea,1
1214,Rosehip Milk Tea,1
1214,Coffee Milk Tea,3
1214,Honey Milk Tea,2
1214,Thai Milk Tea,2
1214,Coconut Milk Tea,1
1215,Rosehip Milk Tea,1
1215,Taro Milk Tea,2
1215,Thai Milk Tea,2
1216,Honey Milk Tea,1
1216,Coconut Milk Tea,2
1216,Almond Milk Tea,1
1217,Green Tea,2
1217,Taro Milk Tea,1
1217,Honey Milk Tea,3
1217,Thai Milk Tea,2
1218,Taro Milk Tea,3
1218,Thai Milk Tea,3
1219,Rosehip Milk Tea,1
1219,Taro Milk Tea,1
1220,Green Tea,2
1220,Rosehip Milk Tea,2
1220,Taro Milk Tea,3
1220,Coconut Milk Tea,3
1220,Almond Milk Tea,3
1221,Rosehip Milk Tea,1
1221,Coffee Milk Tea,1
1221,Thai Milk Tea,1
1221,Coconut Milk Tea,3
1222,Green Tea,1
1222,Honey Milk Tea,3
1222,Thai Milk Tea,2
1223,Rosehip Milk Tea,1
1223,Honey Milk Tea,3
1223,Coconut Milk Tea,2
1224,Rosehip Milk Tea,1
1224,Honey Milk Tea,2
1225,Green Tea,3
1225,Rosehip Milk Tea,2
1225,Taro Milk Tea,3
1225,Honey Milk Tea,3
1225,Thai Milk Tea,1
1225,Coconut Milk Tea,3
1226,Rosehip Milk Tea,2
1227,Rosehip Milk Tea,1
1227,Coffee Milk Tea,3
1227,Thai Milk Tea,3
1228,Coffee Milk Tea,2
1228,Coconut Milk Tea,2
1229,Taro Milk Tea,2
1229,Thai Milk Tea,3
1229,Coconut Milk Tea,3
1230,Green Tea,3
1230,Rosehip Milk Tea,1
1230,Coffee Milk Tea,2
1230,Taro Milk Tea,3
1230,Honey Milk Tea,1
1230,Thai Milk Tea,2
1231,Coffee Milk Tea,2
1231,Thai Milk Tea,2
1231,Coconut Milk Tea,1
1232,Rosehip Milk Tea,3
1232,Taro Milk Tea,2
1232,Honey Milk Tea,1
1233,Rosehip Milk Tea,2
1233,Honey Milk Tea,2
1233,Thai Milk Tea,1
1233,Coconut Milk Tea,2
1233,Almond Milk Tea,2
1234,Coffee Milk Tea,3
1235,Green Tea,2
1235,Rosehip Milk Tea,1
1235,Coffee Milk Tea,1
1235,Almond Milk Tea,3
1236,Green Tea,1
1236,Coffee Milk Tea,2
1237,Rosehip Milk Tea,2
1237,Thai Milk Tea,2
1238,Green Tea,2
1238,Rosehip Milk Tea,1
1238,Taro Milk Tea,3
1239,Taro Milk Tea,2
1239,Thai Milk Tea,1
1240,Taro Milk Tea,2
1240,Honey Milk Tea,3
1241,Green Tea,2
1241,Rosehip Milk Tea,1
1241,Taro Milk Tea,2
1241,Honey Milk Tea,1
1241,Thai Milk Tea,1
1242,Green Tea,1
1242,Rosehip Milk Tea,3
1242,Taro Milk Tea,3
1242,Honey Milk Tea,1
1242,Thai Milk Tea,3
1243,Green Tea,1
1243,Coffee Milk Tea,2
1243,Thai Milk Tea,2
1243,Almond Milk Tea,3
1244,Rosehip Milk Tea,1
1244,Taro Milk Tea,3
1244,Honey Milk Tea,2
1244,Thai Milk Tea,3
1244,Coconut Milk Tea,2
1245,Green Tea,2
1245,Coffee Milk Tea,2
1245,Honey Milk Tea,1
1245,Coconut Milk Tea,3
1245,Almond Milk Tea,3
1246,Rosehip Milk Tea,2
1246,Taro Milk Tea,1
1246,Thai Milk Tea,3
1246,Coconut Milk Tea,1
1247,Green Tea,2
1247,Coffee Milk Tea,1
1247,Taro Milk Tea,2
1247,Thai Milk Tea,2
1247,Coconut Milk Tea,2
1248,Rosehip Milk Tea,2
1248,Coffee Milk Tea,2
1248,Taro Milk Tea,1
1248,Honey Milk Tea,2
1249,Green Tea,1
1249,Thai Milk Tea,1
1249,Coconut Milk Tea,2
1250,Green Tea,3
1250,Coffee Milk Tea,1
1250,Honey Milk Tea,1
1251,Taro Milk Tea,1
1251,Honey Milk Tea,2
1251,Thai Milk Tea,2
1251,Almond Milk Tea,3
1252,Taro Milk Tea,1
1252,Coconut Milk Tea,3
1252,Almond Milk Tea,3
1253,Green Tea,2
1253,Rosehip Milk Tea,3
1253,Coffee Milk Tea,2
1253,Taro Milk Tea,2
1253,Honey Milk Tea,2
1253,Thai Milk Tea,1
1253,Coconut Milk Tea,2
1253,Almond Milk Tea,2
1254,Green Tea,1
1254,Coffee Milk Tea,1
1254,Almond Milk Tea,2
1255,Coffee Milk Tea,2
1255,Honey Milk Tea,3
1255,Thai Milk Tea,2
1256,Green Tea,1
1256,Rosehip Milk Tea,3
1256,Coffee Milk Tea,1
1256,Thai Milk Tea,2
1257,Rosehip Milk Tea,1
1257,Coffee Milk Tea,1
1257,Taro Milk Tea,3
1258,Green Tea,1
1258,Taro Milk Tea,1
1258,Honey Milk Tea,3
1258,Thai Milk Tea,3
1258,Almond Milk Tea,1
1259,Green Tea,3
1259,Coffee Milk Tea,1
1259,Taro Milk Tea,3
1259,Honey Milk Tea,3
1259,Coconut Milk Tea,1
1260,Green Tea,1
1260,Rosehip Milk Tea,2
1260,Honey Milk Tea,1
1260,Thai Milk Tea,1
1260,Coconut Milk Tea,3
1261,Green Tea,2
1261,Taro Milk Tea,2
1262,Taro Milk Tea,3
1262,Coconut Milk Tea,2
1262,Almond Milk Tea,3
1263,Rosehip Milk Tea,2
1263,Taro Milk Tea,1
1263,Thai Milk Tea,3
1263,Coconut Milk Tea,3
1263,Almond Milk Tea,2
1264,Green Tea,3
1264,Rosehip Milk Tea,3
1264,Coffee Milk Tea,2
1264,Coconut Milk Tea,3
1264,Almond Milk Tea,3
1265,Green Tea,3
1265,Coffee Milk Tea,1
1265,Taro Milk Tea,3
1265,Coconut Milk Tea,1
1265,Almond Milk Tea,3
1266,Green Tea,2
1266,Coffee Milk Tea,3
1266,Thai Milk Tea,1
1266,Almond Milk Tea,1
1267,Thai Milk Tea,3
1267,Coconut Milk Tea,3
1267,Almond Milk Tea,1
1268,Rosehip Milk Tea,2
1268,Coffee Milk Tea,3
1268,Taro Milk Tea,3
1268,Thai Milk Tea,3
1268,Coconut Milk Tea,3
1269,Taro Milk Tea,2
1269,Honey Milk Tea,2
1269,Thai Milk Tea,2
1269,Coconut Milk Tea,2
1269,Almond Milk Tea,1
1270,Coffee Milk Tea,3
1270,Thai Milk Tea,3
1271,Rosehip Milk Tea,3
1271,Coffee Milk Tea,3
1271,Taro Milk Tea,1
1271,Honey Milk Tea,1
1271,Thai Milk Tea,2
1271,Coconut Milk Tea,3
1271,Almond Milk Tea,1
1272,Green Tea,2
1272,Coffee Milk Tea,3
1272,Taro Milk Tea,1
1272,Coconut Milk Tea,2
1272,Almond Milk Tea,2
1273,Rosehip Milk Tea,2
1273,Coffee Milk Tea,3
1273,Honey Milk Tea,2
1273,Coconut Milk Tea,3
1274,Rosehip Milk Tea,2
1274,Taro Milk Tea,2
1274,Honey Milk Tea,1
1274,Almond Milk Tea,1
1275,Rosehip Milk Tea,2
1275,Taro Milk Tea,1
1275,Thai Milk Tea,2
1275,Almond Milk Tea,3
1276,Green Tea,1
1276,Coffee Milk Tea,2
1276,Taro Milk Tea,1
1276,Honey Milk Tea,3
1276,Almond Milk Tea,2
1277,Green Tea,1
1277,Rosehip Milk Tea,1
1277,Coffee Milk Tea,2
1277,Taro Milk Tea,3
1277,Honey Milk Tea,1
1277,Thai Milk Tea,1
1277,Almond Milk Tea,1
1278,Taro Milk Tea,1
1278,Thai Milk Tea,3
1279,Thai Milk Tea,2
1279,Almond Milk Tea,1
1280,Green Tea,1
1280,Rosehip Milk Tea,1
1280,Taro Milk Tea,3
1280,Honey Milk Tea,2
1280,Thai Milk Tea,3
1280,Almond Milk Tea,2
1281,Green Tea,1
1281,Rosehip Milk Tea,3
1281,Coconut Milk Tea,1
1281,Almond Milk Tea,1
1282,Green Tea,2
1282,Rosehip Milk Tea,1
1282,Coffee Milk Tea,2
1282,Taro Milk Tea,3
1282,Coconut Milk Tea,3
1282,Almond Milk Tea,3
1283,Coconut Milk Tea,1
1284,Green Tea,2
1284,Rosehip Milk Tea,2
1284,Taro Milk Tea,2
1284,Honey Milk Tea,3
1284,Thai Milk Tea,3
1284,Almond Milk Tea,2
1285,Rosehip Milk Tea,2
1285,Honey Milk Tea,2
1286,Green Tea,3
1286,Honey Milk Tea,2
1286,Thai Milk Tea,2
1286,Almond Milk Tea,2
1287,Taro Milk Tea,2
1287,Thai Milk Tea,1
1287,Coconut Milk Tea,1
1287,Almond Milk Tea,1
1288,Coconut Milk Tea,2
1289,Rosehip Milk Tea,1
1289,Coffee Milk Tea,1
1289,Taro Milk Tea,2
1289,Honey Milk Tea,2
1289,Coconut Milk Tea,3
1289,Almond Milk Tea,1
1290,Coffee Milk Tea,3
1290,Honey Milk Tea,3
1290,Thai Milk Tea,3
1290,Almond Milk Tea,1
1291,Coffee Milk Tea,3
1291,Taro Milk Tea,3
1291,Honey Milk Tea,2
1291,Coconut Milk Tea,2
1292,Green Tea,3
1292,Coffee Milk Tea,2
1292,Thai Milk Tea,3
1292,Coconut Milk Tea,2
1293,Green Tea,1
1293,Rosehip Milk Tea,2
1293,Coffee Milk Tea,2
1293,Taro Milk Tea,2
1293,Coconut Milk Tea,1
1293,Almond Milk Tea,1
1294,Coffee Milk Tea,2
1294,Almond Milk Tea,1
1295,Rosehip Milk Tea,3
1295,Coffee Milk Tea,2
1295,Taro Milk Tea,2
1295,Thai Milk Tea,3
1295,Coconut Milk Tea,1
1295,Almond Milk Tea,1
1296,Honey Milk Tea,3
1296,Thai Milk Tea,3
1297,Rosehip Milk Tea,3
1297,Taro Milk Tea,3
1297,Honey Milk Tea,2
1297,Thai Milk Tea,1
1298,Green Tea,2
1298,Rosehip Milk Tea,3
1298,Coffee Milk Tea,1
1298,Honey Milk Tea,1
1298,Thai Milk Tea,3
1299,Rosehip Milk Tea,3
1299,Taro Milk Tea,1
1299,Honey Milk Tea,2
1300,Rosehip Milk Tea,3
1300,Coffee Milk Tea,2
1300,Taro Milk Tea,1
1300,Honey Milk Tea,2
1301,Honey Milk Tea,1
1301,Thai Milk Tea,1
1301,Almond Milk Tea,3
1303,Coffee Milk Tea,2
1303,Honey Milk Tea,3
1303,Thai Milk Tea,3
1303,Almond Milk Tea,3
1304,Thai Milk Tea,1
1304,Coconut Milk Tea,3
1305,Green Tea,1
1305,Rosehip Milk Tea,2
1305,Coffee Milk Tea,1
1305,Taro Milk Tea,2
1305,Coconut Milk Tea,1
1305,Almond Milk Tea,1
1306,Green Tea,1
1306,Taro Milk Tea,1
1306,Honey Milk Tea,1
1306,Thai Milk Tea,3
1306,Coconut Milk Tea,3
1307,Rosehip Milk Tea,1
1307,Thai Milk Tea,2
1307,Coconut Milk Tea,1
1307,Almond Milk Tea,1
1308,Green Tea,1
1308,Coffee Milk Tea,2
1308,Coconut Milk Tea,1
1308,Almond Milk Tea,1
1309,Rosehip Milk Tea,1
1309,Coffee Milk Tea,2
1309,Taro Milk Tea,2
1309,Almond Milk Tea,2
1310,Rosehip Milk Tea,2
1310,Coffee Milk Tea,1
1310,Honey Milk Tea,2
1310,Thai Milk Tea,3
1310,Coconut Milk Tea,3
1310,Almond Milk Tea,1
1311,Green Tea,3
1311,Rosehip Milk Tea,2
1311,Honey Milk Tea,3
1312,Honey Milk Tea,3
1312,Thai Milk Tea,3
1313,Rosehip Milk Tea,2
1313,Taro Milk Tea,2
1313,Honey Milk Tea,2
1313,Coconut Milk Tea,3
1314,Green Tea,3
1314,Rosehip Milk Tea,2
1314,Coffee Milk Tea,1
1314,Taro Milk Tea,1
1314,Thai Milk Tea,3
